vendor,product,associated cve,cvss,cve description,vulnerability type(s)
,,CVE-2019-1019,6,"A security feature bypass vulnerability exists where a NETLOGON message is able to obtain the session key and sign messages.To exploit this vulnerability, an attacker could send a specially crafted authentication request, aka 'Microsoft Windows Security Feature Bypass Vulnerability'.",bypass
,,CVE-2021-1726,6,Microsoft SharePoint Spoofing Vulnerability,N/A
,,CVE-2021-33754,6,"Windows DNS Server Remote Code Execution Vulnerability This CVE ID is unique from CVE-2021-33746, CVE-2021-33780, CVE-2021-34494, CVE-2021-34525.",N/A
,,CVE-2021-43893,6,Windows Encrypting File System (EFS) Elevation of Privilege Vulnerability,"gain privileges, cryptography"
,,CVE-2021-34492,5.8,Windows Certificate Spoofing Vulnerability,N/A
,,CVE-2019-0723,5.5,"A denial of service vulnerability exists when Microsoft Hyper-V Network Switch on a host server fails to properly validate input from a privileged user on a guest operating system, aka 'Windows Hyper-V Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0714, CVE-2019-0715, CVE-2019-0717, CVE-2019-0718.",denial of service
,,CVE-2019-0713,5.5,"A denial of service vulnerability exists when Microsoft Hyper-V on a host server fails to properly validate input from a privileged user on a guest operating system, aka 'Windows Hyper-V Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0710, CVE-2019-0711.",denial of service
,,CVE-2019-0635,5.5,"An information disclosure vulnerability exists when Windows Hyper-V on a host operating system fails to properly validate input from an authenticated user on a guest operating system, aka 'Windows Hyper-V Information Disclosure Vulnerability'.",information disclosure
,,CVE-2019-0710,5.5,"A denial of service vulnerability exists when Microsoft Hyper-V on a host server fails to properly validate input from a privileged user on a guest operating system, aka 'Windows Hyper-V Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0711, CVE-2019-0713.",denial of service
,,CVE-2019-0714,5.5,"A denial of service vulnerability exists when Microsoft Hyper-V Network Switch on a host server fails to properly validate input from a privileged user on a guest operating system, aka 'Windows Hyper-V Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0715, CVE-2019-0717, CVE-2019-0718, CVE-2019-0723.",denial of service
,,CVE-2019-0711,5.5,"A denial of service vulnerability exists when Microsoft Hyper-V on a host server fails to properly validate input from a privileged user on a guest operating system, aka 'Windows Hyper-V Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0710, CVE-2019-0713.",denial of service
,,CVE-2019-0715,5.5,"A denial of service vulnerability exists when Microsoft Hyper-V Network Switch on a host server fails to properly validate input from a privileged user on a guest operating system, aka 'Windows Hyper-V Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0714, CVE-2019-0717, CVE-2019-0718, CVE-2019-0723.",denial of service
,,CVE-2019-0718,5.5,"A denial of service vulnerability exists when Microsoft Hyper-V Network Switch on a host server fails to properly validate input from a privileged user on a guest operating system, aka 'Windows Hyper-V Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0714, CVE-2019-0715, CVE-2019-0717, CVE-2019-0723.",denial of service
,,CVE-2019-0690,5.5,"A denial of service vulnerability exists when Microsoft Hyper-V Network Switch on a host server fails to properly validate input from a privileged user on a guest operating system, aka 'Windows Hyper-V Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0695, CVE-2019-0701.",denial of service
,,CVE-2019-1399,5.5,"A denial of service vulnerability exists when Microsoft Hyper-V on a host server fails to properly validate input from a privileged user on a guest operating system, aka 'Windows Hyper-V Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-0712, CVE-2019-1309, CVE-2019-1310.",denial of service
,,CVE-2022-21924,5.4,Workstation Service Remote Protocol Security Feature Bypass Vulnerability.,bypass
,,CVE-2021-34537,5.2,Windows Bluetooth Driver Elevation of Privilege Vulnerability,gain privileges
,,CVE-2020-0611,5.1,"A remote code execution vulnerability exists in the Windows Remote Desktop Client when a user connects to a malicious server, aka 'Remote Desktop Client Remote Code Execution Vulnerability'.",N/A
,,CVE-2020-1374,5.1,"A remote code execution vulnerability exists in the Windows Remote Desktop Client when a user connects to a malicious server, aka 'Remote Desktop Client Remote Code Execution Vulnerability'.",N/A
,,CVE-2021-43233,5.1,Remote Desktop Client Remote Code Execution Vulnerability,N/A
,,CVE-2022-21913,5,Local Security Authority (Domain Policy) Remote Protocol Security Feature Bypass.,bypass
,,CVE-2022-21904,5,Windows GDI Information Disclosure Vulnerability.,information disclosure
,,CVE-2019-0688,5,"An information disclosure vulnerability exists when the Windows TCP/IP stack improperly handles fragmented IP packets, aka 'Windows TCP/IP Information Disclosure Vulnerability'.",information disclosure
,,CVE-2020-0660,5,"A denial of service vulnerability exists in Remote Desktop Protocol (RDP) when an attacker connects to the target system using RDP and sends specially crafted requests, aka 'Windows Remote Desktop Protocol (RDP) Denial of Service Vulnerability'.",denial of service
,,CVE-2019-0811,5,"A denial of service vulnerability exists in Windows DNS Server when it fails to properly handle DNS queries, aka 'Windows DNS Server Denial of Service Vulnerability'.",denial of service
,,CVE-2020-0645,5,"A tampering vulnerability exists when Microsoft IIS Server improperly handles malformed request headers, aka 'Microsoft IIS Server Tampering Vulnerability'.",N/A
,,CVE-2019-0941,5,"A denial of service exists in Microsoft IIS Server when the optional request filtering feature improperly handles requests, aka 'Microsoft IIS Server Denial of Service Vulnerability'.",denial of service
,,CVE-2020-0909,5,"A denial of service vulnerability exists when Hyper-V on a Windows Server fails to properly handle specially crafted network packets.To exploit the vulnerability, an attacker would send specially crafted network packets to the Hyper-V Server.The security update addresses the vulnerability by resolving the conditions where Hyper-V would fail to properly handle these network packets., aka 'Windows Hyper-V Denial of Service Vulnerability'.",denial of service
,,CVE-2019-1006,5,"An authentication bypass vulnerability exists in Windows Communication Foundation (WCF) and Windows Identity Foundation (WIF), allowing signing of SAML tokens with arbitrary symmetric keys, aka 'WCF/WIF SAML Token Authentication Bypass Vulnerability'.",bypass
,,CVE-2020-0836,5,"A denial of service vulnerability exists in Windows DNS when it fails to properly handle queries, aka 'Windows DNS Denial of Service Vulnerability'. This CVE ID is unique from CVE-2020-1228.",denial of service
,,CVE-2020-1031,5,"An information disclosure vulnerability exists in the way that the Windows Server DHCP service improperly discloses the contents of its memory.To exploit the vulnerability, an unauthenticated attacker could send a specially crafted packet to an affected DHCP server, aka 'Windows DHCP Server Information Disclosure Vulnerability'.",information disclosure
,,CVE-2019-1126,5,"A security feature bypass vulnerability exists in Active Directory Federation Services (ADFS) which could allow an attacker to bypass the extranet lockout policy.To exploit this vulnerability, an attacker could run a specially crafted application, which would allow an attacker to launch a password brute-force attack or cause account lockouts in Active Directory.This security update corrects how ADFS handles external authentication requests., aka 'ADFS Security Feature Bypass Vulnerability'. This CVE ID is unique from CVE-2019-0975.",bypass
,,CVE-2021-1678,5,NTLM Security Feature Bypass Vulnerability,bypass
,,CVE-2019-1187,5,"A denial of service vulnerability exists when the XmlLite runtime (XmlLite.dll) improperly parses XML input, aka 'XmlLite Runtime Denial of Service Vulnerability'.",denial of service
,,CVE-2021-1734,5,Windows Remote Procedure Call Information Disclosure Vulnerability,information disclosure
,,CVE-2019-1206,5,"A memory corruption vulnerability exists in the Windows Server DHCP service when an attacker sends specially crafted packets to a DHCP failover server, aka 'Windows DHCP Server Denial of Service Vulnerability'. This CVE ID is unique from CVE-2019-1212.","denial of service, memory corruption"
,,CVE-2019-1453,5,"A denial of service vulnerability exists in Remote Desktop Protocol (RDP) when an attacker connects to the target system using RDP and sends specially crafted requests, aka 'Windows Remote Desktop Protocol (RDP) Denial of Service Vulnerability'.",denial of service
,,CVE-2020-1466,5,"A denial of service vulnerability exists in Windows Remote Desktop Gateway (RD Gateway) when an attacker connects to the target system using RDP and sends specially crafted requests, aka 'Windows Remote Desktop Gateway (RD Gateway) Denial of Service Vulnerability'.",denial of service
,,CVE-2020-16896,5,"An information disclosure vulnerability exists in Remote Desktop Protocol (RDP) when an attacker connects to the target system using RDP and sends specially crafted requests, aka 'Windows Remote Desktop Protocol (RDP) Information Disclosure Vulnerability'.",information disclosure
,,CVE-2020-16949,5,"A denial of service vulnerability exists in Microsoft Outlook software when the software fails to properly handle objects in memory, aka 'Microsoft Outlook Denial of Service Vulnerability'.",denial of service
,,CVE-2021-24086,5,Windows TCP/IP Denial of Service Vulnerability,denial of service
,,CVE-2021-26433,5,"Windows Services for NFS ONCRPC XDR Driver Information Disclosure Vulnerability This CVE ID is unique from CVE-2021-36926, CVE-2021-36932, CVE-2021-36933.",information disclosure
,,CVE-2021-26896,5,Windows DNS Server Denial of Service Vulnerability This CVE ID is unique from CVE-2021-27063.,denial of service
,,CVE-2021-26879,5,Windows NAT Denial of Service Vulnerability,denial of service
,,CVE-2021-27063,5,Windows DNS Server Denial of Service Vulnerability This CVE ID is unique from CVE-2021-26896.,denial of service
,,CVE-2021-28439,5,Windows TCP/IP Driver Denial of Service Vulnerability This CVE ID is unique from CVE-2021-28319.,denial of service
,,CVE-2021-31974,5,Server for NFS Denial of Service Vulnerability,denial of service
,,CVE-2021-33788,5,Windows LSA Denial of Service Vulnerability,denial of service
,,CVE-2021-31183,5,"Windows TCP/IP Driver Denial of Service Vulnerability This CVE ID is unique from CVE-2021-33772, CVE-2021-34490.",denial of service
,,CVE-2021-31968,5,Windows Remote Desktop ServicesÂ Denial of Service Vulnerability,denial of service
,,CVE-2021-34442,5,"Windows DNS Server Denial of Service Vulnerability This CVE ID is unique from CVE-2021-33745, CVE-2021-34444, CVE-2021-34499.",denial of service
,,CVE-2021-34476,5,Bowser.sys Denial of Service Vulnerability,denial of service
,,CVE-2021-36933,5,"Windows Services for NFS ONCRPC XDR Driver Information Disclosure Vulnerability This CVE ID is unique from CVE-2021-26433, CVE-2021-36926, CVE-2021-36932.",information disclosure
,,CVE-2021-36960,5,Windows SMB Information Disclosure Vulnerability This CVE ID is unique from CVE-2021-36972.,information disclosure
,,CVE-2021-36942,5,Windows LSA Spoofing Vulnerability,N/A
,,CVE-2021-36926,5,"Windows Services for NFS ONCRPC XDR Driver Information Disclosure Vulnerability This CVE ID is unique from CVE-2021-26433, CVE-2021-36932, CVE-2021-36933.",information disclosure
,,CVE-2021-36932,5,"Windows Services for NFS ONCRPC XDR Driver Information Disclosure Vulnerability This CVE ID is unique from CVE-2021-26433, CVE-2021-36926, CVE-2021-36933.",information disclosure
,,CVE-2021-36953,5,Windows TCP/IP Denial of Service Vulnerability,denial of service
,,CVE-2021-43222,5,Microsoft Message Queuing Information Disclosure Vulnerability This CVE ID is unique from CVE-2021-43236.,information disclosure
,,CVE-2021-43236,5,Microsoft Message Queuing Information Disclosure Vulnerability This CVE ID is unique from CVE-2021-43222.,information disclosure
,,CVE-2022-21899,4.9,Windows Extensible Firmware Interface Security Feature Bypass Vulnerability.,bypass
,,CVE-2022-22002,4.9,Windows User Account Profile Picture Denial of Service Vulnerability.,denial of service
,,CVE-2022-21876,4.9,Win32k Information Disclosure Vulnerability.,information disclosure
,,CVE-2022-21894,4.9,Secure Boot Security Feature Bypass Vulnerability.,bypass
,,CVE-2022-21998,4.9,Windows Common Log File System Driver Information Disclosure Vulnerability.,information disclosure
,,CVE-2022-21905,4.9,Windows Hyper-V Security Feature Bypass Vulnerability. This CVE ID is unique from CVE-2022-21900.,bypass
,,CVE-2022-22710,4.9,Windows Common Log File System Driver Denial of Service Vulnerability.,denial of service
,,CVE-2019-0754,4.9,"A denial of service vulnerability exists when Windows improperly handles objects in memory, aka 'Windows Denial of Service Vulnerability'.",denial of service
,,CVE-2020-1038,4.9,"A denial of service vulnerability exists when Windows Routing Utilities improperly handles objects in memory, aka 'Windows Routing Utilities Denial of Service'.",denial of service
,,CVE-2020-1194,4.9,"A denial of service vulnerability exists when Windows Registry improperly handles filesystem operations, aka 'Windows Registry Denial of Service Vulnerability'.",denial of service
,,CVE-2019-1325,4.9,"An elevation of privilege vulnerability exists in the Windows redirected drive buffering system (rdbss.sys) when the operating system improperly handles specific local calls within Windows 7 for 32-bit systems, aka 'Windows Redirected Drive Buffering System Elevation of Privilege Vulnerability'.",gain privileges
,,CVE-2019-1391,4.9,"A denial of service vulnerability exists when Windows improperly handles objects in memory, aka 'Windows Denial of Service Vulnerability'. This CVE ID is unique from CVE-2018-12207.",denial of service
,,CVE-2020-17029,4.9,Windows Canonical Display Driver Information Disclosure Vulnerability,information disclosure
,,CVE-2020-17036,4.9,Windows Function Discovery SSDP Provider Information Disclosure Vulnerability,information disclosure
,,CVE-2020-17045,4.9,Windows KernelStream Information Disclosure Vulnerability,information disclosure
,,CVE-2020-16940,4.9,"An elevation of privilege vulnerability exists when the Windows User Profile Service (ProfSvc) improperly handles junction points, aka 'Windows - User Profile Service Elevation of Privilege Vulnerability'.",gain privileges
,,CVE-2021-34491,4.9,Win32k Information Disclosure Vulnerability,information disclosure
,,CVE-2021-36962,4.9,Windows Installer Information Disclosure Vulnerability,information disclosure
,,CVE-2021-38662,4.9,Windows Fast FAT File System Driver Information Disclosure Vulnerability This CVE ID is unique from CVE-2021-41343.,information disclosure
,,CVE-2021-31182,4.8,Microsoft Bluetooth Driver Spoofing Vulnerability,N/A
,,CVE-2022-21981,4.6,Windows Common Log File System Driver Elevation of Privilege Vulnerability. This CVE ID is unique from CVE-2022-22000.,gain privileges
,,CVE-2022-21999,4.6,"Windows Print Spooler Elevation of Privilege Vulnerability. This CVE ID is unique from CVE-2022-21997, CVE-2022-22717, CVE-2022-22718.",gain privileges
,,CVE-2019-0805,4.6,"An elevation of privilege vulnerability exists when Windows improperly handles calls to the LUAFV driver (luafv.sys), aka 'Windows Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0730, CVE-2019-0731, CVE-2019-0796, CVE-2019-0836, CVE-2019-0841.",gain privileges
,,CVE-2019-0732,4.6,"A security feature bypass vulnerability exists in Windows which could allow an attacker to bypass Device Guard when Windows improperly handles calls to the LUAFV driver (luafv.sys), aka 'Windows Security Feature Bypass Vulnerability'.",bypass
,,CVE-2019-0552,4.6,"An elevation of privilege exists in Windows COM Desktop Broker, aka ""Windows COM Elevation of Privilege Vulnerability."" This affects Windows Server 2012 R2, Windows RT 8.1, Windows Server 2019, Windows Server 2016, Windows 8.1, Windows 10, Windows 10 Servers.",gain privileges
,,CVE-2019-0880,4.6,"A local elevation of privilege vulnerability exists in how splwow64.exe handles certain calls, aka 'Microsoft splwow64 Elevation of Privilege Vulnerability'.",gain privileges
,,CVE-2019-0730,4.6,"An elevation of privilege vulnerability exists when Windows improperly handles calls to the LUAFV driver (luafv.sys), aka 'Windows Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0731, CVE-2019-0796, CVE-2019-0805, CVE-2019-0836, CVE-2019-0841.",gain privileges
,,CVE-2020-0628,4.6,"An elevation of privilege vulnerability exists in the way that the Windows Search Indexer handles objects in memory, aka 'Windows Search Indexer Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0613, CVE-2020-0614, CVE-2020-0623, CVE-2020-0625, CVE-2020-0626, CVE-2020-0627, CVE-2020-0629, CVE-2020-0630, CVE-2020-0631, CVE-2020-0632, CVE-2020-0633.",gain privileges
,,CVE-2020-0632,4.6,"An elevation of privilege vulnerability exists in the way that the Windows Search Indexer handles objects in memory, aka 'Windows Search Indexer Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0613, CVE-2020-0614, CVE-2020-0623, CVE-2020-0625, CVE-2020-0626, CVE-2020-0627, CVE-2020-0628, CVE-2020-0629, CVE-2020-0630, CVE-2020-0631, CVE-2020-0633.",gain privileges
,,CVE-2020-0737,4.6,"An elevation of privilege vulnerability exists in the way that the tapisrv.dll handles objects in memory, aka 'Windows Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0739.",gain privileges
,,CVE-2020-0753,4.6,"An elevation of privilege vulnerability exists in Windows Error Reporting (WER) when WER handles and executes files, aka 'Windows Error Reporting Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0754.",gain privileges
,,CVE-2020-0822,4.6,"An elevation of privilege vulnerability exists when the Windows Language Pack Installer improperly handles file operations, aka 'Windows Language Pack Installer Elevation of Privilege Vulnerability'.",gain privileges
,,CVE-2019-0731,4.6,"An elevation of privilege vulnerability exists when Windows improperly handles calls to the LUAFV driver (luafv.sys), aka 'Windows Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2019-0730, CVE-2019-0796, CVE-2019-0805, CVE-2019-0836, CVE-2019-0841.",gain privileges
,,CVE-2020-0613,4.6,"An elevation of privilege vulnerability exists in the way that the Windows Search Indexer handles objects in memory, aka 'Windows Search Indexer Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0614, CVE-2020-0623, CVE-2020-0625, CVE-2020-0626, CVE-2020-0627, CVE-2020-0628, CVE-2020-0629, CVE-2020-0630, CVE-2020-0631, CVE-2020-0632, CVE-2020-0633.",gain privileges
,,CVE-2020-0752,4.6,"An elevation of privilege vulnerability exists in the way that the Windows Search Indexer handles objects in memory, aka 'Windows Search Indexer Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0666, CVE-2020-0667, CVE-2020-0735.",gain privileges
,,CVE-2020-0770,4.6,"An elevation of privilege vulnerability exists when the Windows ActiveX Installer Service improperly handles memory.To exploit this vulnerability, an attacker would first have to gain execution on the victim system, aka 'Windows ActiveX Installer Service Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0773, CVE-2020-0860.",gain privileges
,,CVE-2020-0625,4.6,"An elevation of privilege vulnerability exists in the way that the Windows Search Indexer handles objects in memory, aka 'Windows Search Indexer Elevation of Privilege Vulnerability'. This CVE ID is unique from CVE-2020-0613, CVE-2020-0614, CVE-2020-0623, CVE-2020-0626, CVE-2020-0627, CVE-2020-0628, CVE-2020-0629, CVE-2020-0630, CVE-2020-0631, CVE-2020-0632, CVE-2020-0633.",gain privileges
